City Name,Population,Area (sq. km),Smart Infrastructure Score,Energy Consumption,Public Transport Usage,Air Quality Index,Education Index,Healthcare Index,Employment Rate,Smart Grid Adoption,Waste Management Score,Internet Speed (Mbps),Safety Index,Cost of Living Index
City1046,924606,148.5,66.7,388.3,44.0,48.7,56.8,50.7,59.8,43.0,64.3,281.3,50.8,70.7
City1047,668807,245.3,54.9,607.2,48.5,63.4,46.9,53.7,72.3,55.8,50.2,286.3,43.9,83.3
City1048,29526,1539.9,56.0,413.4,62.1,35.3,57.4,51.0,66.3,35.0,50.9,212.0,47.0,87.6
City1049,2120487,50.0,46.0,458.1,51.4,67.1,47.8,46.2,60.0,61.4,57.1,349.8,36.4,71.6
City1050,1852650,87.1,25.7,641.9,48.9,23.2,30.5,21.8,65.7,34.0,40.7,180.6,20.7,53.9
City1051,111771,1277.4,52.5,370.3,50.2,56.6,50.7,52.2,76.4,55.0,67.5,285.4,65.3,59.9
City1052,467018,832.2,68.3,302.5,55.2,48.5,64.3,57.5,74.3,75.0,68.3,296.8,62.4,58.3
City1053,535867,158.3,30.5,494.3,38.5,67.8,32.2,27.9,63.0,41.5,48.7,165.1,39.4,69.1
City1054,386521,682.2,55.2,687.6,52.0,57.8,55.8,44.8,72.2,45.5,49.5,221.8,43.1,71.5
City1055,124190,368.5,41.3,608.1,29.5,37.5,30.3,32.9,63.1,23.6,40.2,219.9,44.0,66.5
City1056,104791,1480.8,53.2,611.1,57.1,36.5,48.7,42.3,54.4,45.2,43.1,235.1,32.1,71.7
City1057,258907,267.6,42.3,549.9,33.7,37.6,30.8,18.0,57.3,31.6,27.8,131.2,25.2,52.3
City1058,1385845,837.8,30.0,745.9,43.5,44.3,30.3,32.1,46.7,42.6,47.3,186.9,17.7,68.6
City1059,574376,5827.9,27.6,698.7,24.8,58.8,31.9,43.8,71.4,37.9,40.5,144.0,24.7,53.2
City1060,159713,501.6,44.4,555.6,51.0,42.7,33.1,36.0,57.4,45.9,30.2,212.1,52.9,74.9
City1061,790466,259.6,33.0,540.9,33.5,53.6,23.9,15.6,52.2,44.2,20.1,122.5,55.0,75.6
City1062,10000,582.3,50.9,503.6,59.9,49.0,51.1,42.7,73.5,55.5,70.6,219.6,48.7,71.2
City1063,1340123,157.9,16.7,646.2,21.1,28.0,21.2,20.6,61.6,26.2,44.9,126.2,41.5,57.0
City1064,23491,4296.5,51.5,587.5,46.8,49.1,44.0,50.3,60.4,48.9,61.9,216.9,40.6,71.0
City1065,161552,303.7,51.0,555.3,49.8,57.7,53.8,59.1,74.3,51.3,39.6,328.2,54.0,66.8
City1066,55963,176.4,35.5,607.3,33.8,49.3,23.8,34.9,60.5,31.4,34.5,203.7,49.1,41.5
City1067,43802,89.8,54.9,381.4,55.5,73.5,54.6,57.4,77.8,50.3,53.2,397.5,66.3,86.9
City1068,1362943,912.9,30.7,533.6,52.5,54.1,40.3,39.2,64.8,47.6,34.1,190.8,46.5,68.8
City1069,139416,692.7,33.8,525.7,45.9,47.5,39.2,49.2,65.3,52.8,51.0,166.9,42.5,75.7
City1070,435872,134.7,55.1,276.9,38.9,40.5,53.3,57.2,61.8,49.8,71.3,303.3,59.1,65.6
City1071,251276,488.7,56.7,455.1,53.6,70.5,48.0,63.6,74.3,59.4,63.3,269.8,41.6,71.5
City1072,523272,50.0,58.2,599.4,56.1,50.3,40.6,48.5,56.5,47.8,48.2,208.7,55.4,71.5
City1073,298806,305.5,10.9,576.3,44.1,33.7,20.8,20.3,51.8,31.3,36.6,162.4,34.5,43.4
City1074,44525,421.3,34.3,477.9,65.6,49.9,55.6,42.5,64.5,40.4,46.2,300.1,47.6,62.4
City1075,1082488,1898.5,18.1,901.6,18.7,42.9,15.7,18.8,42.5,11.2,7.4,69.1,17.6,46.8
City1076,134422,97.0,21.6,661.3,48.1,36.3,21.4,19.4,59.9,20.2,29.1,155.7,48.0,47.9
City1077,30357,52.8,19.5,729.2,26.9,55.7,18.3,26.1,54.9,18.7,25.8,65.5,9.2,49.6
City1078,147360,83.6,54.5,429.7,52.6,54.6,40.5,50.0,72.9,61.8,44.5,248.2,65.7,59.6
City1079,2193620,50.0,42.4,515.5,50.9,38.2,31.1,40.5,57.6,26.8,32.7,180.8,44.7,56.3
City1080,882320,1216.8,66.0,577.0,54.0,49.2,47.2,38.5,72.9,55.8,48.3,301.7,52.0,63.0
City1081,164701,1569.3,33.5,647.5,35.7,27.5,23.4,26.7,70.8,10.9,12.3,158.9,38.5,81.3
City1082,164561,359.3,39.1,548.3,27.6,51.2,36.8,24.8,56.5,26.2,26.8,213.2,24.6,60.8
City1083,171049,1059.5,23.8,789.7,30.4,39.7,30.1,20.2,47.5,17.2,16.2,168.1,41.1,41.9
City1084,4913254,287.4,72.3,343.2,48.7,76.2,71.8,61.8,83.6,67.6,70.7,314.4,58.3,75.0
City1085,458039,218.3,22.4,787.0,53.3,36.3,26.2,29.4,54.2,27.1,20.4,157.8,30.8,48.8
City1086,489949,164.1,27.2,769.7,51.5,66.0,23.9,28.3,54.2,39.7,37.2,180.2,23.2,78.1
City1087,1135287,168.6,67.6,435.6,63.6,62.0,53.3,54.6,72.4,68.7,57.5,371.0,44.0,65.6
City1088,374858,50.0,55.7,636.0,52.8,58.8,36.8,41.2,64.3,42.5,42.6,260.9,46.6,55.4
City1089,186715,336.0,39.2,637.2,51.0,45.8,46.0,39.6,63.0,51.2,50.2,244.2,47.5,58.3
City1090,203843,233.1,25.7,597.4,33.2,28.2,27.2,23.8,62.3,32.0,35.5,118.3,28.7,47.6
City1091,242742,598.5,49.2,681.8,43.2,48.1,45.3,44.4,67.7,38.7,63.4,244.1,65.1,60.4
City1092,254712,273.8,38.3,747.6,42.7,33.8,30.5,33.6,58.2,21.7,23.1,207.6,48.2,50.0
City1093,743170,201.3,44.6,519.2,39.0,44.1,45.1,42.4,59.7,62.7,57.3,229.7,44.5,54.8
City1094,288579,86.0,61.8,474.5,57.0,62.2,55.2,53.3,64.5,49.3,64.1,237.4,65.7,60.3
City1095,748402,266.8,57.0,383.3,34.9,53.8,44.6,54.8,57.8,59.3,54.9,210.7,38.1,57.4
City1096,239664,593.4,61.9,436.7,72.7,56.7,67.2,77.2,72.1,64.6,82.1,298.1,70.0,90.7
City1097,299565,62.1,60.4,552.0,45.9,58.5,50.2,47.1,76.4,51.9,48.6,335.7,66.9,66.0
City1098,16358,271.8,31.4,576.7,40.6,30.0,30.6,32.0,53.5,29.3,33.8,144.7,56.9,52.8
City1099,967875,323.6,82.1,396.6,72.3,56.4,69.9,77.8,71.3,58.3,62.1,319.6,76.6,69.4
City1100,435863,103.4,12.2,717.4,26.4,29.5,17.8,15.0,50.9,18.6,20.8,77.9,8.3,34.7
City1101,1085134,120.9,38.7,473.6,45.2,30.8,31.9,31.8,69.4,27.9,56.2,158.3,32.3,72.8
City1102,10000,322.7,43.7,476.2,49.0,68.3,45.3,44.9,63.0,57.6,65.6,221.4,67.2,57.3
City1103,4993884,62.8,44.5,659.7,50.7,57.4,41.5,51.0,65.6,45.3,47.8,326.0,63.2,101.1
City1104,220703,372.4,12.7,697.7,25.9,19.7,4.0,9.6,53.5,7.3,20.5,103.0,44.5,65.3
City1105,1266105,83.6,29.3,410.8,36.4,49.6,34.6,37.4,65.7,36.7,18.8,209.2,41.4,76.8
City1106,62575,876.1,42.2,483.4,48.3,67.1,55.6,45.5,66.9,59.0,44.3,206.6,37.4,50.6
City1107,632783,4045.6,36.1,642.3,50.9,56.2,43.8,40.6,69.6,36.3,30.8,257.1,30.9,80.5
City1108,61403,87.1,53.5,573.7,64.9,56.7,67.9,61.7,74.3,67.9,74.3,266.6,45.3,56.7
City1109,112052,464.5,43.5,616.9,25.9,50.4,29.8,41.9,54.6,29.9,33.3,165.2,51.5,56.5
City1110,3912330,102.3,69.9,410.9,68.2,59.9,74.2,63.2,72.9,57.8,52.0,308.3,43.9,66.4
City1111,205467,853.3,46.8,768.5,46.9,31.5,26.4,35.4,58.9,24.9,31.6,150.7,34.9,90.2
City1112,363816,53.6,51.7,496.2,69.1,58.2,59.4,59.8,80.8,50.6,42.7,270.2,67.6,66.2
City1113,907178,435.6,25.4,511.7,30.3,33.7,22.4,36.8,49.0,28.3,23.5,136.0,47.3,44.6
City1114,537108,85.8,91.5,180.1,64.7,66.7,81.4,80.0,89.9,72.9,70.6,395.9,74.1,79.9
City1115,331236,190.9,27.2,608.1,46.0,30.1,34.3,30.0,72.8,45.3,30.6,170.1,18.4,70.1
City1116,447282,71.0,64.0,297.7,60.2,50.6,61.6,70.0,71.9,54.3,66.5,370.7,73.8,90.0
City1117,7762242,656.4,49.0,569.9,41.7,44.6,40.2,40.1,54.4,37.3,40.5,226.3,23.7,74.9
City1118,247541,89.6,84.4,413.3,65.8,53.7,70.1,70.8,82.4,65.2,77.0,382.9,82.7,98.9
City1119,355591,474.5,18.0,698.1,25.1,42.4,31.4,20.3,66.1,24.9,36.7,108.8,22.9,51.9
City1120,1168131,161.9,60.4,385.6,57.5,60.2,50.2,62.1,68.7,48.4,51.4,303.1,47.9,76.4
City1121,1261404,213.3,69.8,239.7,79.3,85.3,77.1,91.5,78.5,62.5,60.8,415.7,76.8,99.3
City1122,1413871,292.2,62.8,469.9,55.1,42.4,44.9,46.0,66.1,36.8,27.7,225.9,24.8,97.2
City1123,656200,98.1,42.2,466.2,45.4,38.4,51.4,46.9,82.5,41.9,47.0,296.0,37.0,54.2
City1124,54165,315.0,36.5,480.3,41.6,25.1,31.9,29.6,63.9,31.7,32.9,222.7,64.3,42.2
City1125,2641359,1535.2,8.3,784.6,40.1,20.4,5.4,23.8,56.3,31.1,24.0,133.9,31.3,62.1
City1126,53912,96.2,27.1,706.0,32.0,31.1,20.7,18.3,64.6,31.9,25.3,71.5,24.3,48.2
City1127,409908,998.4,70.8,409.0,46.8,78.9,64.1,68.5,64.0,52.0,52.8,299.2,51.5,59.4
City1128,93340,1476.9,43.7,759.2,32.7,54.0,35.6,38.2,77.2,24.8,27.9,201.7,53.9,82.5
City1129,245292,91.9,21.8,501.8,21.7,29.5,27.2,24.7,64.6,24.3,17.0,227.2,16.0,36.4
City1130,425179,50.0,96.8,164.4,95.0,92.3,88.4,82.0,86.9,83.5,66.9,419.1,79.8,120.0
City1131,420794,351.6,11.2,745.5,36.1,39.4,22.8,28.6,46.5,17.3,41.8,140.9,32.1,53.2
City1132,484411,126.9,22.8,575.9,35.5,38.6,23.0,36.6,53.6,31.6,32.7,196.6,29.7,84.9
City1133,2569432,2303.8,10.1,791.7,12.5,14.1,3.7,15.9,53.1,6.2,5.1,25.0,13.6,35.7
City1134,506332,255.1,27.4,666.3,31.3,23.4,22.6,16.5,64.4,22.4,18.8,130.0,13.2,79.0
City1135,190647,93.4,80.1,560.7,48.3,80.6,63.4,62.1,74.0,56.1,75.8,392.1,54.8,92.3
City1136,1034803,61.8,25.9,469.1,30.7,29.9,32.5,39.3,70.6,36.2,24.7,154.0,42.8,60.1
City1137,1418710,905.0,48.3,337.2,56.8,69.5,50.6,52.8,74.3,62.5,38.8,351.4,48.6,82.9
City1138,48114,123.3,57.7,341.9,54.6,50.2,55.1,58.9,67.2,60.8,64.7,277.7,76.4,60.7
City1139,619309,257.9,31.2,595.1,36.1,39.0,24.0,29.2,61.9,41.8,40.0,216.8,41.7,58.7
City1140,716147,770.4,35.5,538.0,35.4,26.7,21.6,30.7,59.9,18.2,34.2,89.5,37.4,42.4
City1141,176912,136.9,40.7,567.1,49.8,71.1,50.1,46.8,58.0,41.1,41.4,166.6,49.0,69.3
City1142,1841313,231.6,53.8,454.4,57.1,62.8,50.8,46.6,76.6,40.6,48.8,229.9,53.7,71.4
City1143,217493,239.9,58.6,438.5,55.2,50.8,52.3,46.1,69.8,49.2,47.6,238.9,48.1,60.9
City1144,319913,555.6,88.9,401.3,66.5,77.3,74.1,75.3,80.2,63.5,77.5,420.0,68.4,89.7
City1145,210596,497.2,83.6,270.4,61.9,88.5,83.9,77.0,79.8,86.7,82.1,398.6,93.2,95.0
City1146,274254,187.9,55.9,377.7,42.2,41.4,49.6,45.0,73.5,33.4,42.2,206.6,51.2,55.0
City1147,57827,264.1,40.3,537.5,38.3,61.9,35.1,33.7,73.2,39.0,28.9,171.1,40.8,63.0
City1148,35736,156.6,14.0,589.2,19.5,52.0,33.0,26.5,53.4,18.9,32.2,122.5,40.2,53.3
City1149,2501264,50.0,70.2,368.6,77.9,66.0,71.9,67.3,77.3,74.2,66.8,397.2,49.7,71.6
City1150,81981,333.3,34.8,583.5,29.0,37.0,31.6,42.1,55.1,34.6,32.1,163.1,21.8,61.0
City1151,66973,2370.0,63.7,427.4,55.4,75.5,46.0,51.4,82.2,42.8,59.9,331.9,61.9,95.4
City1152,13164,84.7,61.4,617.7,39.6,62.3,61.3,54.1,61.4,43.7,42.7,230.7,43.4,67.7
City1153,109694,96.8,24.6,718.9,36.0,32.7,21.4,24.7,55.7,50.4,32.8,115.2,29.9,80.6
City1154,42094,86.1,44.6,406.5,46.8,44.7,44.5,55.9,56.3,37.4,41.9,220.9,38.0,71.8
City1155,2673291,583.8,26.7,494.5,53.0,60.7,33.0,31.6,64.0,43.4,37.9,246.2,20.8,57.5
City1156,1103220,419.1,21.6,512.7,57.4,28.2,23.9,38.8,57.9,20.2,29.2,126.8,25.7,67.4
City1157,102394,202.3,32.7,886.1,32.6,29.2,28.2,33.5,47.3,37.4,33.4,163.0,50.3,58.0
City1158,6283326,81.3,47.7,423.3,52.4,43.1,55.5,49.4,66.9,55.0,48.2,303.4,61.8,87.7
City1159,1060734,273.4,43.1,773.5,52.6,32.2,26.8,40.2,68.3,24.4,20.3,135.2,22.4,47.5
City1160,170286,50.0,24.0,679.8,40.8,49.4,26.9,23.4,62.3,36.6,17.7,133.7,34.2,56.8
City1161,10000,290.6,21.7,540.1,38.0,56.3,27.5,41.5,58.1,29.2,23.8,242.5,30.6,65.4
City1162,6631354,696.3,51.4,509.6,40.0,43.7,35.5,44.7,72.5,38.8,56.3,214.6,30.0,59.8
City1163,38353,54.5,66.5,264.7,74.2,53.6,68.3,74.8,82.2,54.3,71.8,409.1,59.9,90.8
City1164,26807,50.0,28.7,475.0,34.2,49.1,40.2,36.6,66.2,37.2,48.4,145.4,22.4,62.8
City1165,1123094,1628.4,27.5,581.2,48.3,45.2,43.3,43.6,57.3,41.0,37.8,197.8,53.6,59.7
City1166,8167336,117.4,71.0,520.4,60.5,52.8,74.1,67.8,75.8,70.1,69.6,384.9,60.8,85.2
City1167,1863527,956.4,31.0,772.2,37.5,47.4,24.6,43.8,54.2,23.6,27.4,174.2,44.0,70.3
City1168,590941,203.4,18.2,735.1,20.5,34.4,35.5,31.2,65.6,13.0,25.1,146.3,19.1,42.9
City1169,617019,201.5,39.0,441.7,38.5,26.5,32.5,41.2,51.3,30.2,53.7,231.9,46.2,58.5
City1170,886274,414.1,58.4,777.8,51.0,45.8,50.5,59.7,67.2,40.1,48.4,210.1,56.8,54.2
City1171,776459,84.7,27.9,683.8,35.8,50.4,24.1,30.6,53.1,31.0,56.9,163.3,47.6,45.0
City1172,397785,286.9,51.4,463.1,38.2,51.1,42.3,45.0,62.4,36.0,39.0,235.2,44.8,56.3
City1173,310482,154.8,61.0,453.4,64.0,47.0,54.5,59.2,69.6,47.4,60.8,243.9,57.0,77.2
City1174,245823,50.2,36.6,400.0,47.2,50.2,49.1,44.4,67.6,54.0,45.4,218.4,47.6,48.5
City1175,93381,366.9,3.7,814.4,29.9,34.0,12.9,20.8,44.4,20.8,31.9,31.1,13.4,55.4
City1176,181145,178.4,60.8,559.0,57.2,72.3,65.7,63.3,81.7,55.5,51.8,291.3,65.2,71.1
City1177,25080,202.7,18.9,822.8,32.7,28.8,23.0,22.2,61.1,28.3,14.5,165.0,14.8,37.1
City1178,233824,57.3,30.1,583.3,30.8,36.4,41.9,34.5,69.4,21.7,25.4,220.0,41.7,89.3
City1179,67236,1651.9,55.3,643.0,47.8,66.6,49.5,44.6,61.6,48.2,43.2,208.7,44.6,89.4
City1180,57238,700.7,54.6,571.1,40.1,64.0,46.7,60.1,71.8,36.6,57.7,288.4,58.5,60.9
City1181,345190,778.2,82.0,307.0,73.4,88.3,74.8,87.4,91.6,72.6,72.7,398.9,70.4,65.1
City1182,1883803,169.6,30.1,634.8,37.3,45.9,24.1,31.3,48.0,15.8,29.1,150.0,23.7,48.5
City1183,970574,50.0,50.6,661.7,43.7,46.8,43.6,44.2,60.6,41.9,46.0,227.8,38.1,72.0
City1184,29771,2549.1,50.1,596.0,56.1,68.3,50.5,47.6,63.1,46.5,43.0,282.0,56.1,75.1
City1185,67139,227.4,26.5,581.2,33.0,35.3,26.5,28.3,62.6,35.7,30.9,155.5,40.4,91.2
City1186,1001570,99.6,63.4,473.5,71.8,66.8,76.9,75.8,70.3,50.9,57.2,403.4,56.4,86.3
City1187,67813,403.5,48.6,687.5,36.3,40.0,28.6,46.7,77.3,26.4,53.2,232.0,31.2,46.8
City1188,195930,992.8,45.5,393.3,46.2,38.9,53.8,52.2,70.8,38.8,69.1,249.6,50.3,66.4
City1189,579588,238.0,57.4,351.0,54.0,74.5,59.3,59.4,78.1,63.0,73.2,329.6,78.5,82.3
City1190,69169,1134.9,55.9,419.4,38.0,59.5,62.8,45.7,68.6,53.1,58.4,239.1,50.9,71.1
City1191,310993,897.5,43.7,538.9,51.8,45.1,47.2,56.6,74.1,66.8,69.3,257.1,50.2,72.2
City1192,41455,67.2,8.8,807.8,13.2,32.3,20.7,4.0,55.7,10.8,29.2,47.1,38.0,44.7
City1193,115622,109.0,20.6,598.3,38.6,40.4,17.9,30.5,54.5,25.5,34.6,121.1,24.1,48.4
City1194,419867,772.0,48.3,491.3,51.5,43.1,63.2,44.6,65.5,43.6,41.2,257.9,73.9,66.7
City1195,28848,50.0,32.4,429.1,44.4,57.7,35.5,39.7,68.1,31.2,43.4,253.8,45.3,87.3
City1196,497158,204.5,53.3,593.5,51.4,68.6,46.4,60.1,62.9,66.7,56.8,271.0,72.6,69.6
City1197,261060,50.0,24.0,552.5,41.3,39.9,15.0,25.7,64.4,18.3,14.4,133.3,17.1,53.3
City1198,581569,138.1,11.4,576.9,43.6,38.7,19.9,27.9,50.4,30.2,35.6,174.0,43.6,57.2
City1199,367133,171.0,6.4,566.2,25.6,20.5,20.3,13.9,52.3,22.7,9.3,115.3,5.0,62.6
City1200,1811736,159.2,78.9,391.6,67.3,57.0,69.8,64.7,85.0,63.4,68.9,422.2,69.0,82.2
City1201,319756,126.1,67.1,584.9,56.6,64.3,64.0,68.9,75.7,57.5,68.4,312.8,64.7,64.8
City1202,147094,65.6,28.0,624.5,22.0,48.5,22.1,26.4,53.1,32.0,30.1,116.0,41.1,62.0
City1203,318448,3828.7,40.8,553.6,42.5,56.1,42.9,38.8,58.4,33.3,39.5,220.9,37.9,50.7
City1204,574133,2300.7,53.5,727.4,38.2,61.0,31.4,39.3,57.9,35.0,51.3,160.5,42.4,85.4
City1205,287335,60.7,22.3,468.8,20.9,29.5,33.5,19.8,52.7,23.8,34.5,121.1,22.3,66.2
City1206,284028,1633.6,41.7,669.3,19.2,50.4,21.8,17.7,68.4,32.4,44.1,124.1,12.5,62.5
City1207,100429,151.5,18.6,610.9,44.5,46.4,25.3,26.7,64.5,13.6,28.5,195.2,36.3,70.3
City1208,106078,285.7,68.7,564.2,49.3,77.4,52.9,60.4,65.3,54.4,76.6,317.2,59.2,96.3
City1209,37659,226.8,75.2,546.4,75.5,58.8,58.7,61.7,68.2,76.5,63.3,396.8,58.7,73.9
City1210,3107743,110.9,63.0,386.2,51.8,55.6,62.6,58.9,76.9,51.2,61.5,317.6,45.1,57.1
City1211,47032,796.8,49.1,614.3,50.8,35.6,48.6,44.1,69.4,55.2,43.2,192.6,32.8,73.9
City1212,101715,284.6,13.9,539.4,29.3,49.1,28.4,29.2,59.3,15.6,50.6,123.5,36.5,57.8
City1213,98147,138.1,43.6,579.9,30.7,57.8,32.3,38.1,53.3,48.2,53.6,213.6,27.2,48.5
City1214,939303,51.1,64.2,465.8,78.3,72.3,74.8,70.8,73.6,75.5,65.9,348.7,45.8,98.5
City1215,177561,83.7,49.2,457.0,50.6,46.6,61.4,52.3,66.9,52.4,55.9,292.1,44.2,72.1
City1216,1539300,50.0,18.3,771.6,41.3,34.5,15.9,15.6,45.9,16.0,20.5,62.4,17.0,62.5
City1217,104517,248.3,48.1,490.7,34.9,61.6,40.3,40.7,56.2,58.1,42.9,208.9,57.2,71.9
City1218,396563,58.2,13.3,705.7,36.4,35.5,14.9,12.4,59.5,35.0,32.7,170.7,30.4,54.5
City1219,83325,177.9,43.6,553.7,53.0,51.8,48.1,51.0,65.8,57.0,47.6,259.2,42.2,50.7
City1220,5407020,1266.6,33.6,634.7,24.5,35.2,29.7,20.6,53.6,27.1,23.1,209.0,20.6,45.4
City1221,50886,1031.9,40.4,579.6,47.8,27.1,28.8,19.0,66.4,32.8,17.8,151.7,27.2,49.0
City1222,414052,235.4,61.4,483.9,44.3,46.3,47.9,50.9,70.4,45.2,71.0,307.0,43.8,70.1
City1223,651666,220.4,14.9,748.6,24.9,18.7,0.8,3.7,45.0,20.0,27.2,38.9,6.6,37.0
City1224,478934,2335.2,36.8,625.0,19.6,41.8,31.3,32.7,61.2,41.6,16.6,184.5,38.4,47.9
City1225,207025,457.1,28.8,751.9,37.7,52.3,14.9,20.6,55.4,15.2,34.3,169.0,18.0,55.8
City1226,223742,165.1,40.6,553.2,48.0,51.6,34.0,30.5,49.8,41.3,29.0,155.5,49.3,60.1
City1227,285311,50.0,54.4,449.5,47.6,56.9,35.6,47.6,59.7,37.2,58.7,186.8,41.0,84.2
City1228,218424,392.5,51.6,392.2,64.9,59.4,67.4,65.9,61.6,54.6,54.4,302.0,60.2,87.8
City1229,1034502,661.9,69.0,641.7,57.5,59.0,64.6,64.7,73.3,67.8,71.3,320.4,48.8,72.2
City1230,5925242,114.7,62.9,388.7,36.4,58.6,50.4,44.9,71.1,52.7,40.7,235.1,48.2,57.9
City1231,122947,347.0,54.6,359.7,64.4,65.5,56.6,50.6,79.7,48.6,60.9,358.7,76.6,94.0
City1232,39429,158.2,33.8,744.4,51.7,53.7,28.3,30.2,61.8,26.5,28.0,121.1,16.7,69.6
City1233,237139,196.2,8.0,650.0,25.4,33.9,12.9,7.1,50.8,12.8,11.4,80.0,13.3,44.3
City1234,9935185,50.0,52.7,436.4,33.7,37.0,41.0,37.8,74.8,35.7,42.2,248.0,30.6,65.2
City1235,87103,187.5,40.1,353.6,51.8,35.9,46.7,41.0,58.2,45.9,46.1,237.0,42.6,61.9
City1236,2662466,783.1,34.6,641.3,43.3,35.3,31.8,25.9,57.2,49.9,29.1,180.5,34.8,70.0
City1237,2810241,114.7,29.5,625.2,60.4,38.6,38.0,54.9,64.7,42.6,37.4,236.0,68.4,57.6
City1238,123621,260.6,29.1,495.9,44.5,58.6,34.1,36.6,73.9,49.2,33.6,186.2,57.6,72.1
City1239,595154,98.8,51.5,582.7,37.5,39.5,21.6,26.3,63.1,42.9,26.6,174.5,24.8,48.1
City1240,2622805,377.1,57.2,634.2,49.6,50.8,47.3,57.4,62.7,61.2,38.6,237.1,62.5,46.4
City1241,157821,188.7,53.3,418.3,45.4,59.0,52.7,59.6,71.7,56.0,70.3,316.0,70.8,86.8
City1242,201790,79.3,48.5,390.2,58.5,51.3,53.9,45.9,74.2,48.9,37.5,292.5,69.8,79.6
City1243,118853,1210.8,46.5,615.3,49.1,56.5,56.2,37.6,59.6,50.9,53.6,204.3,56.6,51.4
City1244,64818,746.0,41.8,780.2,29.1,41.7,25.7,35.2,56.8,22.7,35.5,154.5,26.9,75.5
City1245,108121,118.4,8.3,508.3,37.9,33.5,14.7,25.1,46.9,20.2,15.2,116.5,18.1,71.8
City1246,48362,444.7,46.0,461.7,48.5,66.0,38.8,59.6,70.3,42.8,47.4,243.5,42.3,71.3
City1247,281451,466.3,50.6,434.4,53.8,69.5,55.5,52.1,71.1,42.7,47.4,275.1,65.7,72.1
City1248,91311,528.9,37.7,486.3,25.7,26.7,25.5,27.2,50.0,27.3,26.4,104.0,14.8,64.4
City1249,372242,50.0,43.3,492.1,39.4,51.9,47.9,48.1,58.9,50.5,42.5,356.0,61.7,62.4
City1250,30386,818.9,25.7,623.6,46.5,52.9,24.3,18.7,61.5,38.5,43.5,136.5,35.3,57.1
City1251,426442,123.5,71.8,294.5,63.3,75.4,80.8,77.7,97.4,90.1,65.6,415.0,63.7,85.0
City1252,861939,159.3,26.1,691.9,31.7,24.0,27.4,25.5,51.8,32.9,26.1,127.1,36.8,59.1
City1253,16461,5799.1,14.5,533.7,36.1,30.5,25.7,29.5,64.2,30.5,21.8,158.2,33.1,69.9
City1254,453014,351.5,58.4,452.8,54.9,57.9,50.5,65.3,69.5,56.3,47.2,311.2,64.5,71.8
City1255,1496645,153.9,27.8,533.8,41.8,50.9,36.9,24.3,54.0,51.5,43.2,165.0,45.2,44.5
City1256,49340,50.0,64.5,355.2,61.7,57.1,70.5,79.6,76.6,60.0,90.3,354.2,76.3,65.3
City1257,2790137,1296.9,44.2,625.1,37.8,56.7,52.3,49.3,62.1,39.2,41.1,231.5,43.3,56.4
City1258,482447,50.0,58.6,554.6,65.9,47.2,73.4,57.7,70.9,50.2,45.0,363.4,52.0,66.3
City1259,100005,73.4,21.3,603.9,45.1,22.6,20.9,27.0,48.1,35.2,22.9,193.3,20.5,52.1
City1260,248183,164.4,26.7,838.9,48.2,36.6,22.1,29.4,57.9,40.6,24.2,173.2,12.8,62.2
City1261,586341,1339.0,40.8,496.9,34.7,52.3,47.1,38.9,77.2,61.4,53.6,245.5,61.3,51.6
City1262,298464,618.9,45.9,338.5,71.9,49.5,61.6,58.1,69.7,55.0,55.7,334.8,58.1,80.6
City1263,570494,202.5,8.0,775.4,29.9,31.2,11.4,13.7,57.7,18.6,36.8,52.3,30.7,64.7
City1264,73943,354.2,48.2,549.8,71.3,56.8,62.4,64.1,64.4,52.0,51.7,277.4,68.4,59.1
City1265,340137,119.0,37.9,620.7,49.1,60.8,59.7,42.9,58.1,48.6,33.6,194.8,68.3,54.3
City1266,37078,289.3,61.7,465.1,55.1,73.0,51.4,58.8,62.6,38.3,45.2,287.6,39.5,97.1
City1267,229643,267.2,28.4,603.6,48.4,40.1,32.8,25.4,59.1,35.9,31.7,169.6,37.8,46.1
City1268,75699,782.5,68.0,452.4,76.8,61.9,61.0,68.0,71.0,63.4,48.7,390.4,51.8,58.8
City1269,95823,781.0,16.9,543.2,48.1,19.6,25.4,18.2,49.6,10.8,8.5,121.1,23.2,42.5
City1270,1514400,442.6,36.7,330.6,55.4,72.6,45.8,53.7,70.0,49.8,59.3,245.8,59.6,57.5
City1271,1236547,158.4,54.7,406.4,64.9,56.9,67.5,59.3,78.5,56.1,43.9,306.0,70.6,80.1
City1272,629570,596.0,22.4,671.1,34.8,33.8,20.6,24.9,57.6,13.5,14.4,116.4,47.7,56.2
City1273,58148,219.1,6.0,671.3,28.4,41.4,18.3,10.0,56.9,17.8,9.2,92.0,40.1,51.9
City1274,172306,66.8,55.9,421.4,52.0,47.1,53.8,66.6,66.3,56.9,61.4,346.7,51.1,94.9
City1275,1466423,150.8,59.5,546.6,52.9,45.6,61.0,59.2,76.1,57.5,64.8,285.8,65.1,52.2
City1276,327225,270.8,48.1,640.0,43.7,34.1,34.0,44.4,63.8,45.1,28.1,175.6,48.3,70.9
City1277,6900202,729.4,43.2,466.2,52.7,58.6,47.1,39.0,58.3,46.0,39.7,187.6,51.6,48.1
City1278,465396,196.3,49.9,541.5,42.0,36.1,40.3,47.8,63.5,46.7,52.8,265.5,42.8,55.4
